label,gloss,accuracy,support
55,bathroom,0.0,2
57,beard,0.0,2
58,beautiful,0.0,2
60,bed,0.0,3
61,beer,0.0,2
575,three,0.0,2
65,believe,0.0,2
521,soon,0.0,3
522,sorry,0.0,2
523,sound,0.0,2
524,sour,0.0,2
525,south,0.0,2
526,special,0.0,2
527,speech,0.0,2
436,point,0.0,2
529,spirit,0.0,2
530,spray,0.0,2
531,star,0.0,2
64,belief,0.0,2
576,throw,0.0,2
34,ask,0.0,2
35,attitude,0.0,2
36,australia,0.0,2
37,autumn,0.0,2
39,awkward,0.0,2
41,back,0.0,2
42,bacon,0.0,2
44,bake,0.0,2
48,balloon,0.0,2
546,stubborn,0.0,2
549,sugar,0.0,2
541,straw,0.0,2
551,sunday,0.0,2
553,surgery,0.0,2
554,swallow,0.0,2
555,sweet,0.0,2
556,take,0.0,3
558,talk,0.0,2
559,tall,0.0,3
562,tease,0.0,2
564,temperature,0.0,2
565,tent,0.0,2
566,test,0.0,2
569,themselves,0.0,2
550,summer,0.0,2
289,guitar,0.0,2
194,doctor,0.0,2
195,document,0.0,2
196,dog,0.0,3
199,door,0.0,2
201,drawer,0.0,2
202,dress,0.0,2
204,drive,0.0,2
205,drunk,0.0,2
208,ear,0.0,2
209,east,0.0,2
416,pants,0.0,2
262,fun,0.0,2
263,function,0.0,2
265,gas,0.0,2
269,girl,0.0,2
270,give,0.0,2
272,glasses,0.0,2
274,goal,0.0,2
275,god,0.0,2
276,golf,0.0,2
277,good,0.0,2
280,grammar,0.0,2
281,grandfather,0.0,2
260,fruit,0.0,2
191,discuss,0.0,2
192,dissolve,0.0,2
193,dive,0.0,2
322,interest,0.0,2
323,internet,0.0,2
326,jacket,0.0,2
327,japan,0.0,2
290,hair,0.0,2
293,hat,0.0,2
294,hawaii,0.0,2
297,hearing,0.0,2
298,heart,0.0,2
287,group,0.0,2
302,here,0.0,2
303,herself,0.0,2
307,hospital,0.0,2
309,hour,0.0,2
310,house,0.0,2
314,husband,0.0,2
319,in,0.0,2
320,inform,0.0,2
321,information,0.0,2
284,great,0.0,2
285,greece,0.0,2
286,green,0.0,2
299,helicopter,0.0,2
242,first,0.0,2
243,fish,0.0,2
244,flexible,0.0,2
246,fly,0.0,2
247,follow,0.0,2
33,asia,0.0,2
612,want,0.0,2
614,watch,0.0,2
616,we,0.0,2
617,weak,0.0,2
618,weather,0.0,2
282,grandmother,0.0,2
621,week,0.0,2
623,west,0.0,2
624,wet,0.0,2
625,what,0.0,3
0,a lot,0.0,2
643,yellow,0.0,2
644,yes,0.0,3
645,yesterday,0.0,2
646,you,0.0,2
603,upset,0.0,2
5,adult,0.0,2
3,accident,0.0,3
619,wedding,0.0,2
283,grapes,0.0,2
248,food,0.0,2
250,forest,0.0,2
251,forget,0.0,2
252,form,0.0,2
254,freeze,0.0,2
255,friend,0.0,2
256,friendly,0.0,2
257,frog,0.0,2
212,educate,0.0,2
213,egg,0.0,2
218,environment,0.0,3
241,finish,0.0,2
220,event,0.0,2
221,evidence,0.0,2
222,example,0.0,3
259,front,0.0,2
640,write,0.0,2
227,explain,0.0,2
230,fancy,0.0,2
233,fast,0.0,2
234,fat,0.0,2
235,father,0.0,2
237,fight,0.0,2
240,fine,0.0,2
219,europe,0.0,2
403,off,0.0,2
406,old,0.0,2
408,onion,0.0,2
409,open,0.0,2
412,order,0.0,2
413,outside,0.0,2
414,overwhelm,0.0,2
376,miss,0.0,2
377,mom,0.0,2
379,month,0.0,2
380,moon,0.0,2
190,discover,0.0,2
383,mother,0.0,3
384,motorcycle,0.0,2
133,clean,0.0,2
134,close,0.0,2
136,cochlear implant,0.0,2
139,college,0.0,2
142,comfortable,0.0,2
143,compare,0.0,2
145,conflict,0.0,2
154,corn,0.0,3
155,correct,0.0,2
161,cry,0.0,2
382,most,0.0,2
437,police,0.0,2
439,postpone,0.0,2
441,power,0.0,2
415,paint,0.0,2
2,accept,0.0,2
418,party,0.0,2
419,pass,0.0,2
420,past,0.0,2
421,patient,0.0,2
422,pay,0.0,2
425,perfect,0.0,2
426,person,0.0,2
400,not,0.0,2
428,pig,0.0,2
431,pizza,0.0,3
432,plan,0.0,2
114,chain,0.0,2
387,must,0.0,2
389,near,0.0,2
390,necklace,0.0,2
392,neighbor,0.0,2
394,never,0.0,2
396,niece,0.0,2
397,no,0.0,3
398,none,0.0,2
427,perspective,0.0,2
152,cop,0.0,2
153,copy,0.0,2
328,jealous,0.0,2
329,join,0.0,2
330,kill,0.0,2
331,king,0.0,2
336,large,0.0,2
337,last,0.0,3
163,cute,0.0,2
164,dad,0.0,2
170,decide,0.0,2
355,listen,0.0,2
172,deep,0.0,2
176,demand,0.0,2
177,dentist,0.0,2
339,later,0.0,3
178,depend,0.0,2
179,describe,0.0,2
180,desert,0.0,2
182,destroy,0.0,2
185,dinner,0.0,2
186,dinosaur,0.0,2
188,disappear,0.0,2
189,disconnect,0.0,2
171,decorate,0.0,2
357,lose,0.0,2
361,man,0.0,3
363,march,0.0,2
364,marry,0.0,2
366,mean,0.0,2
367,measure,0.0,2
369,medicine,0.0,2
371,memorize,0.0,2
372,microwave,0.0,2
373,middle,0.0,2
374,minute,0.0,2
375,mirror,0.0,2
151,cool,0.0,3
342,lead,0.0,2
344,leave,0.0,3
345,lecture,0.0,2
347,letter,0.0,3
348,lettuce,0.0,2
350,light,0.0,2
351,like,0.0,2
352,limit,0.0,2
353,linguistics,0.0,2
146,contact,0.0,2
147,contribute,0.0,2
148,convince,0.0,2
341,law,0.0,2
